Age,Gender,ItemPurchased,Category,PurchaseAmount(USD),Location,Color,Season
51,Male,Sandals,Footwear,60,Michigan,Black,Fall
66,Male,Jacket,Outerwear,23,Connecticut,Indigo,Fall
59,Male,Coat,Outerwear,40,Wyoming,White,Winter
60,Male,Pants,Clothing,38,Michigan,Yellow,Summer
31,Male,Backpack,Accessories,90,South Dakota,Orange,Summer
20,Male,Blouse,Clothing,97,North Dakota,Green,Summer
24,Male,Skirt,Clothing,38,Maryland,Gold,Fall
48,Male,Sandals,Footwear,30,Michigan,Orange,Summer
39,Male,Pants,Clothing,88,South Dakota,Cyan,Fall
34,Male,Hat,Accessories,33,Florida,Black,Winter
70,Male,Hoodie,Clothing,60,Minnesota,Yellow,Winter
59,Male,Sweater,Clothing,64,New York,Maroon,Summer
45,Male,Scarf,Accessories,95,Oregon,Black,Fall
35,Male,Sneakers,Footwear,83,Minnesota,Gray,Winter
69,Male,Boots,Footwear,97,Montana,Orange,Winter
58,Male,Coat,Outerwear,38,Washington,Cyan,Spring
25,Male,Boots,Footwear,48,New Mexico,Magenta,Summer
27,Male,Sandals,Footwear,76,Arizona,Pink,Spring
34,Male,Pants,Clothing,25,Nebraska,Turquoise,Summer
53,Male,Hoodie,Clothing,92,Idaho,Violet,Spring
58,Male,Sandals,Footwear,47,Idaho,Teal,Fall
32,Male,Sweater,Clothing,36,Vermont,Pink,Fall
64,Male,Belt,Accessories,51,Arkansas,Gold,Fall
63,Male,Jeans,Clothing,35,Wyoming,Red,Summer
23,Male,Hoodie,Clothing,57,New Mexico,Beige,Summer
64,Male,Boots,Footwear,95,West Virginia,Black,Summer
18,Male,Socks,Clothing,41,New York,Lavender,Winter
25,Male,Dress,Clothing,44,Illinois,Teal,Winter
54,Male,Jacket,Outerwear,34,Utah,Maroon,Fall
60,Male,Jacket,Outerwear,25,Colorado,Blue,Spring
36,Male,Boots,Footwear,93,Virginia,Teal,Winter
66,Male,Sneakers,Footwear,50,Georgia,Maroon,Winter
60,Male,Pants,Clothing,79,Alabama,Silver,Fall
59,Male,Coat,Outerwear,100,Montana,Olive,Spring
58,Male,Shirt,Clothing,57,Pennsylvania,Gray,Spring
35,Male,Sweater,Clothing,28,Missouri,Peach,Spring
20,Male,Shoes,Footwear,35,Maine,Yellow,Winter
70,Male,Boots,Footwear,85,Pennsylvania,Violet,Fall
54,Male,Sunglasses,Accessories,95,Oregon,Red,Summer
38,Male,Sneakers,Footwear,90,Utah,Charcoal,Summer
54,Male,Jewelry,Accessories,49,Oklahoma,Beige,Summer
33,Male,Belt,Accessories,92,Montana,Peach,Winter
46,Male,Gloves,Accessories,72,Nebraska,Violet,Winter
58,Male,Shorts,Clothing,71,Alabama,Green,Summer
30,Male,Jewelry,Accessories,27,Ohio,Olive,Winter
42,Male,Gloves,Accessories,39,Arkansas,Silver,Fall
28,Male,Jewelry,Accessories,98,Mississippi,Purple,Winter
43,Male,Sandals,Footwear,27,California,Silver,Spring
31,Male,Jewelry,Accessories,71,Alaska,Gray,Spring
39,Male,Hat,Accessories,24,Indiana,Turquoise,Spring
69,Male,Shorts,Clothing,63,Wisconsin,Violet,Fall
31,Male,Sweater,Clothing,72,New Jersey,Pink,Fall
44,Male,Blouse,Clothing,61,Rhode Island,Teal,Spring
39,Male,Hat,Accessories,56,Wyoming,Magenta,Fall
24,Male,Belt,Accessories,32,Oregon,Silver,Summer
28,Male,Gloves,Accessories,23,Washington,Blue,Summer
48,Male,Coat,Outerwear,100,Washington,Black,Spring
39,Male,Jewelry,Accessories,74,New Hampshire,Gold,Fall
64,Male,Skirt,Clothing,33,Maryland,Gray,Spring
28,Male,Gloves,Accessories,67,Wisconsin,Magenta,Spring
39,Male,Jewelry,Accessories,61,Massachusetts,Yellow,Summer
49,Male,Shorts,Clothing,46,Nebraska,Teal,Summer
22,Male,Gloves,Accessories,56,Nebraska,Red,Spring
25,Male,Sneakers,Footwear,73,Idaho,Yellow,Spring
40,Male,Skirt,Clothing,44,Arizona,Black,Summer
23,Male,Hat,Accessories,44,Hawaii,Pink,Winter
24,Male,Jewelry,Accessories,26,Missouri,Magenta,Summer
66,Male,Sneakers,Footwear,52,Louisiana,Olive,Spring
27,Male,Shirt,Clothing,54,Arkansas,Black,Summer
62,Male,Jacket,Outerwear,38,North Carolina,Maroon,Summer
70,Male,Belt,Accessories,44,North Dakota,Gold,Fall
43,Male,T-shirt,Clothing,76,Montana,Gray,Spring
45,Male,Jewelry,Accessories,23,Rhode Island,Brown,Winter
63,Male,T-shirt,Clothing,98,Idaho,Purple,Winter
69,Male,Jacket,Outerwear,33,Michigan,Magenta,Spring
59,Male,Sweater,Clothing,32,Illinois,Teal,Summer
19,Male,Boots,Footwear,85,Georgia,Olive,Fall
63,Male,Jeans,Clothing,69,Alabama,Maroon,Summer
37,Male,Jeans,Clothing,55,Alaska,Silver,Spring
37,Male,Pants,Clothing,66,Massachusetts,Black,Summer
50,Male,Jacket,Outerwear,30,Michigan,Maroon,Fall
60,Male,Jacket,Outerwear,80,Alaska,Teal,Winter
46,Male,Belt,Accessories,20,North Dakota,Teal,Summer
35,Male,Shirt,Clothing,30,South Carolina,Beige,Fall
66,Male,Dress,Clothing,86,Pennsylvania,Maroon,Winter
35,Male,Blouse,Clothing,84,Colorado,Beige,Spring
20,Male,Dress,Clothing,54,New Hampshire,White,Summer
55,Male,Blouse,Clothing,30,Maryland,Gray,Fall
34,Male,Dress,Clothing,91,Georgia,Violet,Winter
60,Male,Sneakers,Footwear,23,Wisconsin,Silver,Winter
22,Male,Socks,Clothing,35,Texas,Red,Spring
26,Male,Shoes,Footwear,90,Utah,Brown,Winter
39,Male,Jeans,Clothing,93,Indiana,Turquoise,Fall
20,Male,Jeans,Clothing,68,Nevada,Indigo,Winter
57,Male,Gloves,Accessories,41,New Hampshire,Violet,Spring
68,Male,Belt,Accessories,73,New York,Yellow,Winter
50,Male,Sunglasses,Accessories,73,Texas,Cyan,Fall
21,Male,Hat,Accessories,66,Iowa,Brown,Summer
29,Male,Backpack,Accessories,59,Washington,White,Summer
38,Male,Shorts,Clothing,72,Tennessee,Yellow,Spring
54,Male,Socks,Clothing,88,Georgia,White,Summer
22,Male,Socks,Clothing,76,Massachusetts,Pink,Summer
29,Male,Belt,Accessories,31,Oregon,Indigo,Winter
41,Male,Jacket,Outerwear,22,Oklahoma,White,Summer
26,Male,Hat,Accessories,75,Wisconsin,Red,Fall
69,Male,T-shirt,Clothing,75,Oregon,Red,Spring
20,Male,Backpack,Accessories,63,Georgia,Lavender,Winter
59,Male,Coat,Outerwear,21,New Mexico,Teal,Spring
63,Male,Backpack,Accessories,83,Mississippi,Violet,Spring
68,Male,Jacket,Outerwear,46,Wisconsin,Silver,Winter
50,Male,Shoes,Footwear,59,New Hampshire,Gold,Summer
55,Male,Blouse,Clothing,66,Wyoming,Green,Summer
36,Male,Sandals,Footwear,74,West Virginia,Turquoise,Fall
18,Male,Sunglasses,Accessories,82,Michigan,Indigo,Summer
68,Male,Shoes,Footwear,89,Alaska,Black,Spring
56,Male,Dress,Clothing,65,Illinois,Charcoal,Fall
32,Male,Belt,Accessories,55,Hawaii,Turquoise,Spring
28,Male,Shorts,Clothing,95,Colorado,Red,Winter
24,Male,Handbag,Accessories,77,Illinois,Indigo,Winter
59,Male,Blouse,Clothing,44,Hawaii,Maroon,Winter
56,Male,Jeans,Clothing,89,Wisconsin,Indigo,Fall
30,Male,Jewelry,Accessories,24,Arkansas,Maroon,Spring
48,Male,Belt,Accessories,43,Delaware,Black,Winter
60,Male,Sneakers,Footwear,51,Oregon,Purple,Summer
46,Male,Hat,Accessories,46,South Carolina,Teal,Summer
69,Male,Dress,Clothing,32,Maryland,Silver,Summer
19,Male,Sneakers,Footwear,55,Kansas,Black,Spring
66,Male,Sunglasses,Accessories,26,Arkansas,Black,Summer
64,Male,Handbag,Accessories,29,Minnesota,Olive,Summer
54,Male,Blouse,Clothing,49,New Mexico,Purple,Spring
27,Male,Blouse,Clothing,45,Delaware,Indigo,Spring
64,Male,Shorts,Clothing,48,Utah,Lavender,Winter
43,Male,Shorts,Clothing,47,Ohio,Cyan,Winter
43,Male,Hoodie,Clothing,57,Alabama,Gold,Fall
27,Male,Backpack,Accessories,34,South Dakota,Magenta,Fall
35,Male,Sunglasses,Accessories,75,New Mexico,Teal,Fall
43,Male,Scarf,Accessories,94,Oregon,Beige,Fall
57,Male,Hat,Accessories,84,Oregon,Teal,Winter
50,Male,Scarf,Accessories,38,Mississippi,Indigo,Summer
37,Male,Scarf,Accessories,75,Alabama,Purple,Winter
68,Male,Pants,Clothing,44,Kansas,Teal,Fall
22,Male,Backpack,Accessories,33,California,Turquoise,Summer
58,Male,Sunglasses,Accessories,93,Idaho,Peach,Fall
48,Male,Sneakers,Footwear,99,Wyoming,Green,Winter
30,Male,Backpack,Accessories,33,Minnesota,Turquoise,Spring
51,Male,Sneakers,Footwear,76,Washington,Yellow,Spring
20,Male,Skirt,Clothing,63,Hawaii,Orange,Summer
30,Male,Pants,Clothing,41,Missouri,Brown,Winter
28,Male,Jewelry,Accessories,88,Colorado,Silver,Winter
37,Male,Skirt,Clothing,92,Washington,White,Summer
36,Male,T-shirt,Clothing,31,North Dakota,Indigo,Summer
18,Male,Skirt,Clothing,25,Minnesota,Magenta,Spring
52,Male,Shirt,Clothing,28,California,Turquoise,Spring
56,Male,Dress,Clothing,75,Michigan,White,Spring
68,Male,Boots,Footwear,34,Delaware,Olive,Spring
62,Male,Pants,Clothing,97,California,Maroon,Winter
35,Male,Jacket,Outerwear,80,Oklahoma,Violet,Summer
65,Male,Sneakers,Footwear,71,North Dakota,Cyan,Summer
69,Male,Jewelry,Accessories,77,Ohio,Teal,Fall
28,Male,Belt,Accessories,41,Hawaii,Red,Spring
37,Male,Scarf,Accessories,92,Maryland,Yellow,Summer
41,Male,Blouse,Clothing,95,Hawaii,Silver,Spring
37,Male,Sweater,Clothing,25,Alabama,Charcoal,Fall
25,Male,Boots,Footwear,77,Oklahoma,Purple,Fall
41,Male,Socks,Clothing,99,Alabama,Beige,Summer
48,Male,Belt,Accessories,24,Vermont,Cyan,Winter
42,Male,Sneakers,Footwear,72,Ohio,Silver,Summer
54,Male,Jeans,Clothing,80,Wisconsin,Pink,Winter
18,Male,Skirt,Clothing,100,South Dakota,Gold,Winter
56,Male,Shoes,Footwear,83,Iowa,Cyan,Summer
61,Male,Dress,Clothing,95,Maryland,Black,Spring
40,Male,Handbag,Accessories,41,Colorado,Charcoal,Summer
34,Male,Backpack,Accessories,35,Wisconsin,Magenta,Spring
42,Male,Jewelry,Accessories,30,Mississippi,Pink,Fall
43,Male,Hat,Accessories,21,Mississippi,Maroon,Winter
47,Male,Jewelry,Accessories,85,California,Teal,Fall
48,Male,Shirt,Clothing,54,Delaware,Orange,Winter
20,Male,Boots,Footwear,26,Montana,Yellow,Spring
65,Male,Shirt,Clothing,59,Indiana,Red,Spring
54,Male,Sunglasses,Accessories,48,West Virginia,Charcoal,Winter
23,Male,Shorts,Clothing,98,Iowa,Black,Summer
18,Male,Sweater,Clothing,92,Maine,White,Summer
70,Male,Belt,Accessories,46,Connecticut,Lavender,Winter
55,Male,T-shirt,Clothing,21,Kansas,White,Spring
49,Male,Shorts,Clothing,72,Vermont,Gray,Fall
26,Male,Sandals,Footwear,58,Nebraska,Cyan,Fall
33,Male,Shirt,Clothing,93,Nevada,Brown,Fall
20,Male,Socks,Clothing,31,Tennessee,Purple,Spring
41,Male,Pants,Clothing,26,Arkansas,Yellow,Winter
18,Male,Skirt,Clothing,68,Wisconsin,Indigo,Summer
26,Male,Jewelry,Accessories,31,Illinois,Black,Summer
30,Male,T-shirt,Clothing,41,Kansas,Gray,Summer
64,Male,Jewelry,Accessories,62,New York,Indigo,Fall
26,Male,Hat,Accessories,41,Colorado,Green,Spring
43,Male,Blouse,Clothing,64,Wisconsin,Peach,Winter
63,Male,Sandals,Footwear,72,Michigan,Purple,Summer
57,Male,Handbag,Accessories,78,Hawaii,Beige,Winter
25,Male,Hat,Accessories,47,Virginia,Charcoal,Winter
68,Male,Scarf,Accessories,46,Ohio,Gray,Summer
31,Male,Shorts,Clothing,43,Missouri,Brown,Winter
64,Male,Backpack,Accessories,58,Indiana,Cyan,Summer
38,Male,Sweater,Clothing,32,Florida,White,Winter
34,Male,Skirt,Clothing,45,Minnesota,Beige,Winter
32,Male,Sneakers,Footwear,35,Nevada,Orange,Summer
69,Male,Sunglasses,Accessories,21,Maine,Olive,Winter
45,Male,Dress,Clothing,64,Massachusetts,Teal,Winter
35,Male,Blouse,Clothing,88,North Dakota,Silver,Spring
63,Male,Shoes,Footwear,48,New Jersey,Gold,Summer
65,Male,Sweater,Clothing,36,Indiana,Violet,Summer
35,Male,Gloves,Accessories,28,Oregon,White,Summer
54,Male,Socks,Clothing,80,North Dakota,Peach,Spring
28,Male,Coat,Outerwear,23,South Carolina,Orange,Summer
68,Male,Sunglasses,Accessories,24,North Carolina,Violet,Summer
58,Male,Boots,Footwear,22,North Dakota,Green,Fall
35,Male,Dress,Clothing,21,Massachusetts,Peach,Spring
68,Male,Jacket,Outerwear,51,Tennessee,Black,Spring
41,Male,Gloves,Accessories,65,Missouri,Blue,Summer
65,Male,Scarf,Accessories,51,Tennessee,Magenta,Spring
50,Male,Hoodie,Clothing,32,Colorado,Violet,Summer
18,Male,Coat,Outerwear,70,Mississippi,Beige,Spring
38,Male,Scarf,Accessories,77,Ohio,Pink,Summer
68,Male,Coat,Outerwear,90,North Carolina,Beige,Summer
53,Male,Scarf,Accessories,36,Ohio,Green,Summer
58,Male,Handbag,Accessories,77,Nebraska,Silver,Summer
34,Male,Boots,Footwear,78,Hawaii,Purple,Summer
36,Male,Pants,Clothing,69,Oklahoma,Gray,Summer
58,Male,T-shirt,Clothing,63,Wisconsin,White,Summer
60,Male,Scarf,Accessories,36,Arkansas,Silver,Winter
59,Male,Coat,Outerwear,80,Texas,Blue,Winter
65,Male,Sweater,Clothing,35,New Mexico,Orange,Summer
31,Male,Belt,Accessories,93,Colorado,Silver,Winter
43,Male,Belt,Accessories,25,Indiana,Gray,Spring
37,Male,Sweater,Clothing,81,Arizona,Gold,Spring
21,Male,Blouse,Clothing,42,Indiana,Brown,Spring
69,Male,Skirt,Clothing,36,Indiana,Turquoise,Spring
32,Male,Jewelry,Accessories,66,Alaska,Pink,Spring
53,Male,Gloves,Accessories,37,Utah,Black,Fall
59,Male,T-shirt,Clothing,45,Louisiana,Yellow,Winter
64,Male,Gloves,Accessories,86,Iowa,Beige,Summer
63,Male,Sunglasses,Accessories,24,New Mexico,Olive,Winter
43,Male,Shirt,Clothing,22,Maine,Gold,Summer
19,Male,Handbag,Accessories,53,Minnesota,Purple,Spring
40,Male,Jacket,Outerwear,41,New Mexico,Pink,Fall
51,Male,Skirt,Clothing,64,Arkansas,Blue,Summer
51,Male,Handbag,Accessories,40,Oklahoma,Brown,Winter
66,Male,Blouse,Clothing,33,Utah,Charcoal,Summer
42,Male,T-shirt,Clothing,59,Wisconsin,Maroon,Winter
22,Male,Pants,Clothing,73,Utah,Cyan,Fall
31,Male,Hoodie,Clothing,22,Utah,Olive,Winter
18,Male,Boots,Footwear,73,South Carolina,Gold,Fall
21,Male,Blouse,Clothing,62,Hawaii,Violet,Fall
35,Male,Coat,Outerwear,56,Alaska,Peach,Winter
35,Male,Pants,Clothing,90,Colorado,Beige,Spring
27,Male,Sunglasses,Accessories,44,West Virginia,Cyan,Winter
65,Male,Jeans,Clothing,35,Oregon,Silver,Summer
41,Male,Pants,Clothing,71,Ohio,Magenta,Summer
60,Male,Dress,Clothing,52,Massachusetts,Black,Fall
61,Male,Shoes,Footwear,37,Louisiana,Olive,Summer
24,Male,Sneakers,Footwear,95,Virginia,Green,Winter
65,Male,Socks,Clothing,97,New York,Yellow,Fall
23,Male,Coat,Outerwear,57,Arkansas,Lavender,Spring
30,Male,Shirt,Clothing,93,New Mexico,Indigo,Spring
33,Male,Blouse,Clothing,48,Minnesota,Pink,Winter
22,Male,Gloves,Accessories,75,Illinois,Red,Fall
67,Male,Skirt,Clothing,70,Georgia,Magenta,Winter
28,Male,Handbag,Accessories,26,Mississippi,Peach,Winter
32,Male,Shirt,Clothing,73,North Carolina,Turquoise,Winter
40,Male,Coat,Outerwear,30,Nevada,Black,Summer
64,Male,Shoes,Footwear,61,Connecticut,Blue,Summer
56,Male,Handbag,Accessories,75,Utah,Beige,Winter
63,Male,Jacket,Outerwear,88,Tennessee,Olive,Fall
20,Male,Shirt,Clothing,67,Mississippi,Turquoise,Summer
54,Male,Hat,Accessories,95,Nebraska,Yellow,Fall
31,Male,Sunglasses,Accessories,69,West Virginia,Turquoise,Spring
36,Male,Shirt,Clothing,87,South Carolina,Lavender,Fall
25,Male,Belt,Accessories,41,Iowa,Turquoise,Winter
20,Male,Sweater,Clothing,67,North Dakota,Teal,Spring
62,Male,Hoodie,Clothing,70,West Virginia,Black,Fall
69,Male,Handbag,Accessories,41,Mississippi,Blue,Winter
54,Male,Jeans,Clothing,83,Alabama,Yellow,Summer
39,Male,Backpack,Accessories,22,California,Black,Spring
56,Male,Sneakers,Footwear,20,Idaho,Lavender,Summer
39,Male,Jewelry,Accessories,29,South Dakota,Cyan,Summer
37,Male,Sunglasses,Accessories,87,North Dakota,Brown,Spring
25,Male,Shorts,Clothing,81,Nevada,Maroon,Fall
35,Male,Boots,Footwear,58,Florida,Cyan,Spring
45,Male,Skirt,Clothing,83,Indiana,Pink,Winter
19,Male,Pants,Clothing,59,Arkansas,Orange,Fall
21,Male,T-shirt,Clothing,93,North Carolina,Lavender,Spring
65,Male,T-shirt,Clothing,87,Illinois,Beige,Fall
49,Male,Jacket,Outerwear,22,Missouri,Pink,Winter
30,Male,Jeans,Clothing,71,South Dakota,Charcoal,Summer
23,Male,Dress,Clothing,69,Idaho,Gray,Spring
69,Male,Blouse,Clothing,47,Connecticut,Cyan,Winter
29,Male,Hoodie,Clothing,50,Hawaii,Orange,Summer
54,Male,T-shirt,Clothing,96,Maryland,Pink,Winter
45,Male,Sweater,Clothing,39,Maryland,White,Winter
25,Male,Shorts,Clothing,84,Massachusetts,Beige,Winter
34,Male,Jewelry,Accessories,28,Delaware,Magenta,Spring
46,Male,T-shirt,Clothing,51,Massachusetts,Violet,Summer
70,Male,Scarf,Accessories,20,New York,Gold,Spring
42,Male,Shoes,Footwear,72,Delaware,Teal,Winter
45,Male,Sunglasses,Accessories,33,Massachusetts,Indigo,Spring
57,Male,Coat,Outerwear,28,Indiana,Olive,Summer
49,Male,Blouse,Clothing,53,Virginia,Violet,Spring
23,Male,Jeans,Clothing,48,Wyoming,Black,Fall
47,Male,Shorts,Clothing,21,Illinois,Brown,Winter
23,Male,Shirt,Clothing,22,Alabama,Silver,Fall
21,Male,Backpack,Accessories,87,Idaho,Gray,Fall
45,Male,Belt,Accessories,50,Rhode Island,Charcoal,Winter
67,Male,Blouse,Clothing,85,New York,Black,Summer
31,Male,Jeans,Clothing,98,Missouri,Brown,Spring
58,Male,Dress,Clothing,34,Texas,Purple,Winter
57,Male,Shorts,Clothing,61,Tennessee,Purple,Summer
42,Male,Jewelry,Accessories,98,Ohio,Gray,Summer
60,Male,Handbag,Accessories,61,Tennessee,Green,Spring
21,Male,Jewelry,Accessories,98,Minnesota,Silver,Winter
69,Male,Pants,Clothing,21,Wisconsin,Charcoal,Fall
41,Male,Pants,Clothing,51,Delaware,Teal,Winter
51,Male,Sandals,Footwear,80,Kansas,White,Spring
23,Male,Skirt,Clothing,72,Missouri,Brown,Winter
57,Male,Sunglasses,Accessories,63,Michigan,Teal,Winter
40,Male,Skirt,Clothing,27,West Virginia,Red,Winter
65,Male,Handbag,Accessories,44,Alabama,Brown,Summer
61,Male,Coat,Outerwear,23,New Hampshire,Yellow,Winter
34,Male,Skirt,Clothing,93,Montana,Teal,Winter
43,Male,Hoodie,Clothing,70,Wyoming,Pink,Fall
31,Male,Sunglasses,Accessories,85,Missouri,White,Fall
57,Male,Sweater,Clothing,40,Ohio,Silver,Winter
34,Male,Boots,Footwear,29,South Dakota,Blue,Winter
25,Male,Skirt,Clothing,27,Colorado,Black,Fall
66,Male,Dress,Clothing,93,Massachusetts,Beige,Fall
56,Male,Belt,Accessories,20,Delaware,Charcoal,Spring
49,Male,Jewelry,Accessories,55,New Hampshire,Cyan,Fall
19,Male,Dress,Clothing,94,Michigan,Yellow,Fall
27,Male,Hat,Accessories,56,Pennsylvania,Silver,Winter
68,Male,Sweater,Clothing,58,Louisiana,Green,Spring
20,Male,Skirt,Clothing,44,Minnesota,Peach,Spring
21,Male,Hoodie,Clothing,95,Hawaii,Green,Fall
36,Male,Sandals,Footwear,42,Idaho,Brown,Summer
37,Male,Jewelry,Accessories,93,Vermont,Lavender,Winter
61,Male,Dress,Clothing,56,Delaware,Charcoal,Summer
68,Male,Hoodie,Clothing,88,New Mexico,Orange,Spring
60,Male,Sweater,Clothing,54,Alaska,Cyan,Winter
69,Male,Jewelry,Accessories,89,Minnesota,Lavender,Fall
25,Male,Sandals,Footwear,45,Nebraska,Indigo,Summer
32,Male,Socks,Clothing,75,Alaska,Brown,Winter
53,Male,Backpack,Accessories,22,Michigan,Pink,Fall
46,Male,Shirt,Clothing,82,Indiana,Turquoise,Fall
58,Male,Shoes,Footwear,34,Hawaii,Gold,Summer
21,Male,Coat,Outerwear,92,West Virginia,Blue,Summer
46,Male,Sweater,Clothing,78,New York,Lavender,Spring
18,Male,Jacket,Outerwear,47,Iowa,Violet,Spring
56,Male,Jacket,Outerwear,64,Arizona,Cyan,Summer
18,Male,Sneakers,Footwear,44,Minnesota,Purple,Winter
49,Male,Belt,Accessories,94,Texas,Red,Winter
29,Male,Scarf,Accessories,62,Virginia,Charcoal,Winter
67,Male,Jewelry,Accessories,81,North Dakota,Gray,Summer
31,Male,T-shirt,Clothing,33,Iowa,Pink,Fall
52,Male,Pants,Clothing,88,Utah,Lavender,Fall
42,Male,Handbag,Accessories,49,Ohio,Lavender,Winter
32,Male,Backpack,Accessories,31,Louisiana,Yellow,Summer
47,Male,Gloves,Accessories,29,Iowa,Peach,Fall
45,Male,Jacket,Outerwear,34,Maryland,Brown,Spring
20,Male,Sweater,Clothing,38,Montana,Gold,Fall
66,Male,Blouse,Clothing,41,Illinois,Pink,Summer
52,Male,Blouse,Clothing,34,Arizona,Peach,Spring
50,Male,Gloves,Accessories,26,North Carolina,Violet,Summer
62,Male,Jeans,Clothing,98,Montana,Purple,Winter
38,Male,Sneakers,Footwear,59,Iowa,Peach,Fall
65,Male,Hat,Accessories,92,Iowa,White,Fall
60,Male,Backpack,Accessories,40,Ohio,Indigo,Spring
68,Male,Jeans,Clothing,20,Wisconsin,Violet,Fall
62,Male,Skirt,Clothing,35,South Carolina,Brown,Spring
62,Male,Belt,Accessories,35,Oregon,Maroon,Spring
40,Male,Dress,Clothing,82,North Dakota,Magenta,Winter
32,Male,Hoodie,Clothing,48,California,Charcoal,Fall
22,Male,Coat,Outerwear,58,Mississippi,Indigo,Winter
33,Male,Sweater,Clothing,57,New Jersey,Turquoise,Spring
57,Male,Shorts,Clothing,96,Rhode Island,Turquoise,Winter
60,Male,Sneakers,Footwear,97,New Hampshire,Gray,Summer
30,Male,Sweater,Clothing,42,Louisiana,Peach,Winter
41,Male,T-shirt,Clothing,62,Arizona,Gold,Spring
58,Male,Handbag,Accessories,67,Rhode Island,Green,Fall
34,Male,Sneakers,Footwear,46,Vermont,Gold,Summer
67,Male,Jacket,Outerwear,71,Tennessee,Lavender,Spring
58,Male,Backpack,Accessories,99,Alaska,Blue,Fall
41,Male,Jeans,Clothing,28,Maryland,Magenta,Fall
42,Male,Belt,Accessories,77,Wisconsin,Blue,Summer
50,Male,Boots,Footwear,63,Nevada,Blue,Summer
40,Male,Shorts,Clothing,62,Illinois,Olive,Spring
32,Male,Jeans,Clothing,92,Montana,White,Summer
51,Male,Shoes,Footwear,72,New Mexico,White,Winter
26,Male,Hat,Accessories,79,Virginia,Purple,Summer
32,Male,T-shirt,Clothing,27,Delaware,White,Summer
58,Male,Sunglasses,Accessories,39,North Carolina,White,Fall
51,Male,Socks,Clothing,86,Nevada,Peach,Spring
19,Male,Shirt,Clothing,94,Washington,Gold,Fall
57,Male,Shorts,Clothing,53,Maine,Teal,Spring
66,Male,Shirt,Clothing,85,Connecticut,Cyan,Summer
62,Male,Socks,Clothing,50,Louisiana,Pink,Fall
58,Male,Pants,Clothing,47,Illinois,Magenta,Winter
23,Male,Boots,Footwear,75,South Dakota,Pink,Winter
45,Male,T-shirt,Clothing,60,Indiana,Turquoise,Winter
20,Male,T-shirt,Clothing,36,Vermont,Pink,Spring
33,Male,Coat,Outerwear,80,New Hampshire,Gray,Spring
30,Male,Hat,Accessories,96,Oregon,White,Spring
50,Male,Sunglasses,Accessories,80,Kansas,Blue,Winter
62,Male,Blouse,Clothing,71,Maine,Cyan,Summer
69,Male,Jewelry,Accessories,29,Louisiana,Blue,Fall
34,Male,Jewelry,Accessories,53,Louisiana,Yellow,Spring
49,Male,Skirt,Clothing,35,Indiana,Charcoal,Summer
65,Male,Scarf,Accessories,75,Kentucky,Lavender,Fall
66,Male,Pants,Clothing,52,South Carolina,Teal,Fall
41,Male,Hat,Accessories,77,Montana,Beige,Winter
37,Male,Gloves,Accessories,24,Vermont,Blue,Fall
32,Male,Shirt,Clothing,78,Mississippi,Purple,Winter
42,Male,Sandals,Footwear,98,Wyoming,Gold,Winter
31,Male,Socks,Clothing,57,Vermont,Blue,Winter
61,Male,Handbag,Accessories,78,Alabama,Black,Summer
36,Male,Jacket,Outerwear,76,Kentucky,Charcoal,Fall
